,0,1,2,3,4,5,6
123,"ADASYN(random_state=42, sampling_strategy=0.5)","PCA(n_components=5, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.8681412695713625,0.8484375,0.7839129072681703
124,"ADASYN(random_state=42, sampling_strategy=0.5)","PCA(n_components=5, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.8509450886326608,0.8453125,0.783164508493456
125,"ADASYN(random_state=42, sampling_strategy=0.5)","PCA(n_components=5, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.8371927246327525,0.8078125,0.7529935950988583
126,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.8344350411054391,0.8375,0.6679981203007519
127,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9077421325624784,0.853125,0.7601207880813144
128,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.9102769000336466,0.85625,0.7548819966583125
129,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.9075890348512858,0.8515625,0.7494865636313004
130,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 5, 'n_estimators': 50}",0.8941609075637145,0.8375,0.7066972988025619
131,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9002053740371849,0.865625,0.7490862573099415
132,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.8387573410322368,0.828125,0.6525080061264272
133,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9265036438340635,0.8515625,0.7455879281537175
134,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9299099117351597,0.8515625,0.76411514898357
135,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.9241987219144991,0.8484375,0.7447873155109997
136,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 5, 'n_estimators': 50}",0.9144041007755584,0.8359375,0.7326127819548871
137,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9079570892259973,0.859375,0.7557348231690337
138,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7892411080921697,0.8375,0.7163046505151769
139,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.8826921246633839,0.8515625,0.8238304093567252
140,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.8853123735994182,0.8515625,0.828529657477026
141,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.8805647382023108,0.8515625,0.8128916040100251
142,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.8655880001302446,0.85,0.7950083542188805
143,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.8289147947019387,0.8234375,0.7829121414647731
144,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.8043582209069123,0.8109375,0.6877871762740184
145,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9067689352141619,0.8515625,0.8058688387635755
146,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': None}",0.9081385464943097,0.8546875,0.813056947925369
147,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.9077347062079646,0.8390625,0.7852269562795879
148,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.8931321150638741,0.8390625,0.7726434140907825
149,"ADASYN(random_state=42, sampling_strategy=0.5)","KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.8537952771858481,0.809375,0.7779692286271234
150,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.8030890378662076,0.7734375,0.5342522974101922
151,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9335414786863143,0.80625,0.5704800194931774
152,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9348893873559018,0.809375,0.5930886243386243
153,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.9290233994083519,0.8,0.584473336118073
154,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.9215827806982316,0.809375,0.5929319827346143
155,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9038093411914245,0.8109375,0.5168476747424116
156,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7908998985780424,0.765625,0.48135964912280704
157,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9060207257760107,0.778125,0.5569131161236425
158,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9044590012891804,0.784375,0.5798001949317738
159,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 25}",0.9017635240331447,0.775,0.5867446393762183
160,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.8791075012451625,0.7796875,0.563613895850738
161,"ADASYN(random_state=42, sampling_strategy=0.5)","LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.8660583785270057,0.771875,0.5533277638540797
162,RandomUnderSampler(random_state=42),"PCA(n_components=20, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 10}",0.6158016448779396,0.65,0.6669886521860205
163,RandomUnderSampler(random_state=42),"PCA(n_components=20, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 10}",0.5880780539962578,0.628125,0.6397939292676135
164,RandomUnderSampler(random_state=42),"PCA(n_components=20, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.6014903986622157,0.584375,0.6701824004455584
165,RandomUnderSampler(random_state=42),"PCA(n_components=20, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.6189401851264742,0.63125,0.7080287524366471
166,RandomUnderSampler(random_state=42),"PCA(n_components=20, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 5, 'n_estimators': 10}",0.6464441792083947,0.59375,0.7257727652464495
167,RandomUnderSampler(random_state=42),"PCA(n_components=20, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.5983959953500804,0.565625,0.6466339459760513
168,RandomUnderSampler(random_state=42),"PCA(n_components=10, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 10}",0.6336870504715193,0.7875,0.7009276663881927
169,RandomUnderSampler(random_state=42),"PCA(n_components=10, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.6343907548659418,0.6453125,0.7118751740462266
170,RandomUnderSampler(random_state=42),"PCA(n_components=10, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.6510215214188471,0.625,0.7178884711779449
171,RandomUnderSampler(random_state=42),"PCA(n_components=10, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.6536796839546695,0.65,0.7080809663046506
172,RandomUnderSampler(random_state=42),"PCA(n_components=10, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 5, 'n_estimators': 50}",0.6900098220224662,0.675,0.7683879838485103
173,RandomUnderSampler(random_state=42),"PCA(n_components=10, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.6625630194637673,0.6375,0.7230228348649401
174,RandomUnderSampler(random_state=42),"PCA(n_components=5, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 10}",0.6760233863598217,0.753125,0.7226312308549151
175,RandomUnderSampler(random_state=42),"PCA(n_components=5, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.7020237717809565,0.6515625,0.7538551239209134
176,RandomUnderSampler(random_state=42),"PCA(n_components=5, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7221797430111336,0.6375,0.7600598719019771
177,RandomUnderSampler(random_state=42),"PCA(n_components=5, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.7152870765806928,0.665625,0.7647678223336118
178,RandomUnderSampler(random_state=42),"PCA(n_components=5, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 25}",0.735687510490293,0.6546875,0.7790831244778613
179,RandomUnderSampler(random_state=42),"PCA(n_components=5, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.6662932122364993,0.6296875,0.7116228070175438
180,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 10}",0.6593318538134934,0.440625,0.6167676134781399
181,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.7524399644417921,0.6546875,0.6970899470899471
182,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.7443669457861659,0.640625,0.7068017265385687
183,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.7360448020986803,0.6359375,0.7145815928710665
184,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.7214348545035216,0.628125,0.7033991228070174
185,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.7186431932762662,0.625,0.710256544138123
186,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.6680004102870145,0.525,0.5891725842383738
187,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.7484749445180061,0.6578125,0.7469890002784739
188,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7518263988611427,0.6640625,0.7516360345307713
189,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.74023143917495,0.6515625,0.7538986354775827
190,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.7196412475211826,0.6203125,0.7185324422166528
191,RandomUnderSampler(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.7124843811193375,0.6296875,0.7164786967418546
192,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.7222558947675972,0.73125,0.7047653856864382
193,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.8034359983339859,0.6640625,0.7811368699526594
194,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': None}",0.8019121861459751,0.6890625,0.7784130465051518
195,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.7910914877877449,0.6796875,0.7811368699526595
196,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.7869611097642093,0.6859375,0.7797793093845725
197,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=5, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.7231439174950113,0.6171875,0.7169747284878863
198,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7237264007260837,0.553125,0.682504873294347
199,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.7830400713650747,0.671875,0.7834342801448064
200,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7979588221032804,0.6734375,0.7905701754385965
201,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.7748343310767547,0.675,0.7869500139236981
202,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 5, 'n_estimators': 50}",0.7761699396380772,0.6359375,0.7590939153439153
203,RandomUnderSampler(random_state=42),"KernelPCA(kernel='poly', n_components=10, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.7195316822389238,0.634375,0.7260599415204678
204,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 10}",0.6441513896918496,0.5703125,0.6816955583402952
205,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.6991441475043981,0.66875,0.7254594820384295
206,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'gini', 'max_depth': 15}",0.6953239713296407,0.665625,0.7263645224171541
207,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.6894641713756425,0.678125,0.7236755082149819
208,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.6757430235666374,0.6640625,0.7186890838206628
209,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=10, n_jobs=8, n_neighbors=40,
                       random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.6661713694261577,0.6140625,0.6666666666666667
210,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.6407909214673355,0.640625,0.6592087858535227
211,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.6981069294990147,0.625,0.6984039961013645
212,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.700480377712712,0.63125,0.6998137705374547
213,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.6943510937878816,0.65,0.6984039961013645
214,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 25}",0.6702234199287592,0.621875,0.6493055555555556
215,RandomUnderSampler(random_state=42),"LocallyLinearEmbedding(n_components=5, n_jobs=8, n_neighbors=40,
                       random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.664185673523433,0.6375,0.7168615984405458
216,ADASYN(random_state=42),"PCA(n_components=20, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.7688447729901926,0.746875,0.5820802005012531
217,ADASYN(random_state=42),"PCA(n_components=20, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9426950169749281,0.8140625,0.6885790866054025
218,ADASYN(random_state=42),"PCA(n_components=20, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9460044094477889,0.8171875,0.6932435254803677
219,ADASYN(random_state=42),"PCA(n_components=20, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 50}",0.934145402996726,0.8140625,0.6423959203564467
220,ADASYN(random_state=42),"PCA(n_components=20, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.9506323257096586,0.8203125,0.7176099972152604
221,ADASYN(random_state=42),"PCA(n_components=20, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9696784811670529,0.8296875,0.7167484683932052
222,ADASYN(random_state=42),"PCA(n_components=10, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7836733713095725,0.778125,0.6454417293233083
223,ADASYN(random_state=42),"PCA(n_components=10, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9153700296887,0.784375,0.715425717070454
224,ADASYN(random_state=42),"PCA(n_components=10, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.9181360545699242,0.7953125,0.7275132275132274
225,ADASYN(random_state=42),"PCA(n_components=10, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 25}",0.9072745785944987,0.7703125,0.704704469507101
226,ADASYN(random_state=42),"PCA(n_components=10, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.9194628137022933,0.803125,0.7543859649122807
227,ADASYN(random_state=42),"PCA(n_components=10, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9273694010799061,0.803125,0.7360501949317739
228,ADASYN(random_state=42),"PCA(n_components=5, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.7697493513749512,0.75,0.6905458089668615
229,ADASYN(random_state=42),"PCA(n_components=5, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.8838330668866952,0.8,0.7681704260651627
230,ADASYN(random_state=42),"PCA(n_components=5, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': None}",0.884272289378829,0.784375,0.7684314954051796
231,ADASYN(random_state=42),"PCA(n_components=5, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': DecisionTreeClassifier(random_state=42), 'n_estimators': 50}",0.8773012489823018,0.7921875,0.7618525480367586
232,ADASYN(random_state=42),"PCA(n_components=5, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.8748753373828609,0.775,0.7888036062378168
233,ADASYN(random_state=42),"PCA(n_components=5, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.8587620263104994,0.753125,0.7576493316624895
234,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 10}",0.8865591409518672,0.81875,0.6850894597605124
235,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9438659863450022,0.8515625,0.7538377192982456
236,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",RandomForestClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.9454477066812634,0.8578125,0.7487033556112503
237,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",BaggingClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9440415459278597,0.8421875,0.7356150793650793
238,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",GradientBoostingClassifier(random_state=42),"{'max_depth': 10, 'n_estimators': 50}",0.937662157529737,0.834375,0.7205252715121137
239,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=5, n_jobs=8, random_state=42)",KNeighborsClassifier(),{'n_neighbors': 5},0.9375458366153353,0.8625,0.76333194096352
240,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",DecisionTreeClassifier(random_state=42),"{'criterion': 'entropy', 'max_depth': 15}",0.8933303823795,0.8265625,0.6063161375661376
241,ADASYN(random_state=42),"KernelPCA(kernel='rbf', n_components=10, n_jobs=8, random_state=42)",AdaBoostClassifier(random_state=42),"{'estimator': RandomForestClassifier(random_state=42), 'n_estimators': 10}",0.9613205016488111,0.8453125,0.7280092592592592
